u,i,year
20286,3064,2011
8654,8118,2004
10701,2774,2013
12868,7722,2009
16166,15937,2011
9686,9640,2003
15533,15113,2004
19261,18858,2015
8036,5323,2012
18333,18179,2005
15291,1916,2019
8069,6951,2011
22775,22752,2019
13860,13735,2013
5753,2331,2005
9122,9062,2006
21480,21226,2002
11883,10919,2005
11329,9549,2020
9365,9146,2011
14628,14299,2010
15641,15190,2003
6323,1132,2008
12641,11835,2005
11584,10511,2021
20993,20735,2016
17761,17736,2013
18419,18334,2015
12103,252,2012
11241,10947,2005
11608,867,2008
12238,887,2001
13437,13137,2009
11587,11070,2017
8035,6157,2000
13985,13871,2000
14989,14986,2001
16924,16681,2012
7653,1386,2010
19443,19391,2021
11217,11208,2021
9359,8548,2015
11584,2520,2012
14929,14681,2007
14738,14603,2007
9009,7251,2008
9142,1792,2014
10264,9377,2013
22581,22378,2012
15505,14854,2021
9337,5339,2006
19827,1682,2010
16850,16667,2008
11725,11277,2018
17123,16974,2016
10238,8265,2011
9984,9135,2014
17832,17763,2013
8698,8374,2002
7016,3251,2020
12075,11795,2021
10823,8746,2003
7187,6956,2012
7915,7913,2011
23579,23163,2017
11188,7982,2000
12267,5586,2016
13897,13757,2013
6837,5291,2002
6097,3639,2002
9158,7665,2002
12063,2453,2017
7337,7115,2009
12352,2171,2018
4496,671,2006
15600,15528,2020
17660,17562,2000
9642,4754,2002
14997,14824,2012
6954,2251,2016
17218,17121,2007
21158,20766,2003
22001,21646,2003
21587,21432,2000
14381,12500,2000
5675,4210,2004
15887,15672,2016
23175,23023,2017
11316,11217,2005
18867,18517,2005
17774,17767,2017
21502,21282,2011
6954,5413,2007
8369,7506,2009
19358,18898,2010
22555,22532,2011
10141,9809,2000
22243,22174,2003
16563,16123,2020
17002,16920,2020
10354,2678,2010
7576,4895,2016
9132,9118,2008
11955,11384,2000
16932,16679,2011
15098,15055,2007
10974,10889,2018
10787,2579,2012
17278,16792,2006
22381,22321,2000
14943,14893,2015
6323,4811,2008
21715,21683,2011
19764,19648,2002
11901,10435,2002
7874,7818,2021
15128,15003,2010
17093,16994,2011
11230,7547,2012
9205,7990,2015
19004,18653,2010
12342,11464,2010
13560,13520,2005
23267,23138,2008
11901,5242,2016
24677,24592,2011
19263,19198,2010
19636,2806,2018
24317,24221,2005
17142,16626,2006
18980,18814,2017
22940,22925,2008
9947,8982,2017
6752,3656,2003
8369,8324,2000
9132,1295,2019
11843,11432,2012
15807,15685,2003
10235,4058,2011
24732,24634,2010
14700,14307,2017
23596,23592,2020
16558,287,2009
11989,11868,2016
14533,14220,2019
20465,20400,2004
20238,20058,2001
14178,13669,2001
8779,4104,2016
6752,3592,2003
11298,10353,2015
13266,12468,2009
10962,4486,2019
16565,16195,2003
22981,22964,2014
11920,11670,2020
14799,14769,2004
3979,1470,2004
11279,887,2018
11416,11334,2019
8950,5557,2001
18068,17853,2002
15675,15525,2008
24858,24830,2017
15178,15131,2017
10421,579,2004
19892,3139,2013
10235,8617,2003
13531,13061,2008
20245,20021,2015
14104,13864,2005
23693,23451,2009
11773,11541,2006
17999,17429,2018
24578,24397,2007
23142,23069,2013
10133,4408,2000
21234,4997,2000
7950,7818,2003
20806,20513,2007
15770,15516,2015
19393,19326,2014
22083,22030,2021
21559,21310,2003
4008,3493,2011
9220,9112,2012
8672,5394,2018
10969,10499,2014
10380,10189,2015
18826,18585,2004
18505,18381,2006
10471,9680,2006
16316,16188,2001
4857,3477,2000
14606,14375,2012
10535,6667,2006
21614,21424,2014
12800,10700,2018
8897,7908,2014
9763,8579,2018
14406,14361,2001
15984,15929,2008
13409,13147,2015
9745,9583,2019
10768,3347,2011
22487,22151,2020
19516,19511,2003
13798,6228,2014
23695,23628,2009
23910,23627,2004
13979,13327,2014
15525,15451,2003
19977,19967,2001
12578,12011,2016
19475,19030,2017
3426,2848,2005
22791,22782,2012
17207,17150,2015
15762,15429,2007
23315,22865,2015
11180,10464,2003
13893,13134,2008
20336,2021,2009
19676,19563,2000
7653,1970,2020
14859,14574,2020
15309,15006,2005
9356,6344,2014
17447,16952,2013
12672,12600,2001
11140,9967,2017
11843,11280,2015
12956,12291,2019
12961,12509,2008
11089,10907,2010
17646,17313,2018
20726,20711,2015
15233,15180,2019
13531,12092,2013
13257,13233,2017
19835,19781,2009
15342,14953,2011
23694,23595,2010
11033,2585,2008
5326,3258,2016
11544,11071,2013
6788,6752,2000
8155,7272,2013
11631,11476,2021
7943,7449,2003
10421,10204,2001
20671,20449,2016
10483,9271,2007
19659,19601,2007
13994,5048,2003
14554,14466,2005
8431,1860,2021
24384,24241,2009
817,328,2015
21319,21269,2016
16720,16514,2016
14153,14028,2013
9522,8532,2016
14381,2684,2004
13870,12025,2020
14617,14048,2002
22813,22620,2010
4557,4295,2003
8059,4739,2013
19895,19794,2018
18439,18298,2010
14916,14683,2013
6553,952,2021
11221,10509,2017
17213,17146,2007
11330,4136,2009
8366,6409,2007
12814,3323,2011
9844,9146,2006
6428,5312,2019
11024,10984,2009
14384,14280,2000
13027,12120,2001
7947,6634,2021
13582,13566,2011
23838,23794,2003
10701,7707,2003
7099,6871,2013
16134,628,2020
15248,15200,2013
14527,14285,2009
13843,13017,2000
12391,12369,2001
22039,21965,2014
11025,9588,2011
11843,11716,2015
20382,20258,2019
16290,15478,2010
11578,935,2014
18694,18630,2019
8302,7176,2005
24159,23909,2021
10314,10269,2010
23596,23499,2016
10873,10156,2005
15453,15060,2006
15342,15101,2019
19648,19633,2014
23682,23629,2021
21422,21187,2021
12465,11194,2004
16551,16143,2011
15949,15865,2011
14153,14141,2021
12847,12461,2015
19496,19052,2013
4008,3236,2003
24814,24773,2003
12365,12124,2008
17214,16917,2009
4762,2136,2006
8897,8256,2018
8948,7163,2018
21996,21982,2018
22532,22436,2013
14338,14226,2013
11370,16,2009
13274,13208,2013
6904,6591,2010
14990,14757,2015
24572,24183,2018
11221,11041,2007
12197,12013,2021
7042,6354,2019
7966,6882,2005
21423,21007,2019
9111,8884,2009
18380,18378,2020
7115,2277,2014
15921,15912,2015
11091,10372,2012
16244,15610,2004
17774,17591,2018
23815,23798,2009
19345,19010,2002
18333,18188,2012
10881,10864,2003
19463,19251,2002
15344,14876,2000
18369,18364,2009
18472,18138,2001
17567,1065,2007
23431,23181,2009
18647,18463,2009
9115,1335,2007
24610,24575,2016
9399,1346,2006
17447,17170,2009
22793,22571,2021
14979,14776,2008
6743,2659,2005
15777,15409,2016
13392,4064,2000
23737,23713,2017
8591,8086,2019
24404,24274,2011
23367,23135,2019
6671,3792,2017
8136,7256,2002
24237,24159,2003
21180,20788,2021
9646,9407,2001
19963,19891,2015
14818,14590,2014
11188,10037,2004
22058,21971,2009
8600,6613,2010
13318,13193,2004
21145,21017,2020
15837,7296,2008
10882,9107,2002
11608,7243,2001
16971,16665,2001
23262,22901,2006
15600,15514,2013
11468,9748,2010
21096,20871,2010
7076,5958,2003
7213,6291,2014
19648,19624,2018
23062,23006,2005
5014,4164,2015
9928,436,2014
13484,13106,2003
15861,15777,2008
20960,1993,2005
18961,18552,2007
21579,21360,2016
23687,23659,2003
17330,17309,2012
14040,14022,2010
14245,14165,2015
6975,5845,2015
9824,8929,2002
14937,14899,2008
15296,15118,2018
22359,22242,2016
13739,13657,2017
7076,6717,2019
12868,12305,2021
24602,24453,2006
7613,3672,2004
3404,1732,2012
9802,6683,2006
14940,14755,2017
9642,5091,2006
17345,17278,2003
16656,16528,2010
6129,5604,2020
20483,20126,2018
21457,21225,2000
23918,23877,2009
20895,20818,2015
12370,11247,2003
20100,19984,2016
11529,2603,2020
24292,24264,2021
13236,2275,2005
18511,18468,2012
6794,6738,2014
13680,13538,2000
15555,15272,2001
11126,11031,2013
10999,5315,2020
10914,10565,2000
16153,4077,2013
21095,3049,2000
8674,8614,2006
10963,10837,2005
10794,10196,2004
13727,13347,2006
10903,10750,2015
8531,6577,2010
13318,2640,2003
10014,9928,2004
11927,11900,2007
14404,14372,2004
9237,8473,2004
11660,11614,2007
10230,5896,2016
16926,16606,2004
14791,14648,2000
6752,6107,2006
10263,9039,2012
20711,20686,2012
11322,7669,2010
23611,23359,2017
9356,8309,2014
24871,24776,2002
18134,18058,2005
21948,21713,2009
16636,16344,2013
15752,15719,2000
23648,23619,2006
11773,10595,2013
17778,17526,2011
10643,10284,2008
9356,6171,2009
16180,9181,2016
18442,18318,2008
5133,724,2005
10701,5654,2005
11420,11329,2017
8177,4259,2004
4513,3270,2002
16989,16709,2011
23776,23532,2014
16551,507,2007
5638,4641,2002
7913,5669,2014
21865,21821,2005
18775,18698,2004
8493,6562,2011
8368,1457,2012
18916,18881,2017
17213,17191,2014
9400,7767,2018
12836,12263,2005
9704,7826,2003
9399,9036,2001
10526,10479,2018
1862,1732,2007
11075,6568,2021
17721,17661,2000
8177,6065,2005
24637,24398,2002
14943,4903,2017
12994,12461,2005
12544,12309,2013
7541,3578,2013
18382,18072,2009
18647,18546,2009
7405,7272,2012
11987,11938,2018
11025,10690,2019
8711,5651,2005
8373,6990,2015
10963,9622,2006
17446,17297,2011
13446,3907,2019
14047,13584,2019
17613,1038,2006
13774,13719,2002
24306,24165,2006
15985,15955,2002
14964,14644,2018
10873,6943,2000
23237,23119,2013
18312,18111,2001
9244,1839,2005
15362,15344,2014
17502,3620,2012
11330,5523,2013
6251,748,2005
14532,14416,2016
17955,17885,2009
18670,18497,2020
22683,22649,2017
18166,17780,2014
10535,8333,2012
18720,1210,2013
18356,17937,2001
22840,22800,2007
9114,8745,2001
14341,14192,2006
21471,21303,2014
8880,3071,2008
3518,1799,2015
14586,14189,2013
18699,18451,2019
17670,17307,2004
14398,13877,2001
8369,1397,2004
13024,11647,2015
12965,4680,2016
8228,8028,2021
9359,9085,2019
9361,8725,2013
6334,1867,2013
6837,3883,2015
24916,24872,2014
20621,20444,2015
24584,24219,2012
15793,924,2016
8591,7875,2011
23798,23559,2007
16725,16121,2006
12075,798,2013
14812,14584,2004
17283,17113,2020
6960,5533,2007
10440,4175,2012
15756,15265,2002
14713,5998,2008
8940,8886,2003
14558,14483,2012
13270,2159,2013
13448,12985,2012
7169,6300,2021
6536,5974,2017
8069,4944,2004
9009,6153,2021
12497,12413,2005
14008,12856,2008
13236,12506,2019
6980,6401,2013
9787,9651,2012
5817,4733,2001
7571,4331,2003
8373,1329,2011
13392,3260,2011
12703,12579,2014
15940,1088,2017
22680,22566,2011
21084,21028,2000
11051,11039,2006
12680,7984,2008
4850,2610,2019
20982,20763,2019
15131,35,2005
5682,3854,2006
19063,18966,2007
10317,10288,2008
22641,22597,2001
22492,22383,2012
10031,10027,2002
24637,24388,2004
16652,16632,2003
1263,1004,2015
24448,24446,2016
21989,21688,2000
9399,4840,2005
19637,1911,2018
11329,8543,2012
15283,14325,2001
7943,1651,2006
20738,20369,2007
16672,16581,2009
9766,9608,2011
21003,20981,2013
14967,14560,2020
12709,9910,2002
9704,7237,2002
17241,16857,2005
18808,18265,2008
9678,2631,2001
16150,16034,2004
12510,1107,2009
19723,19507,2014
17575,17438,2001
24613,24311,2001
11585,10272,2009
19324,19196,2012
23791,23758,2001
7194,6905,2003
19472,19041,2010
9238,3825,2000
11920,11021,2016
14788,14439,2000
14594,3692,2001
9012,8785,2011
19535,19419,2001
11389,11305,2011
11209,8388,2020
8676,1175,2012
6649,2828,2014
16766,16257,2000
9397,3276,2015
11857,10688,2001
9981,9971,2011
14345,14125,2018
24463,24129,2006
10444,8444,2003
19107,18914,2001
6743,6143,2007
13414,13272,2015
15913,15766,2019
10551,9566,2000
19959,19642,2003
9863,7521,2017
17723,17650,2017
23545,23499,2008
10470,6658,2007
21871,21625,2018
20947,20935,2019
7885,5879,2019
16473,16252,2015
19582,19342,2021
24872,24847,2009
8373,4112,2009
9827,9763,2007
14410,14273,2019
15940,15719,2005
17410,17402,2006
12270,11787,2012
23928,23813,2003
6571,3389,2014
8779,5294,2009
23008,22912,2012
17337,17240,2012
11045,10532,2003
19617,19336,2006
10994,10195,2006
7258,6872,2005
3001,2795,2005
18955,18944,2000
9433,8939,2001
11955,9815,2015
5675,4766,2003
18223,18184,2010
24475,24354,2003
16503,16494,2001
23709,23451,2009
22830,4274,2006
20604,20085,2014
6954,2760,2004
5416,3414,2021
15963,540,2018
21488,16,2001
10881,6966,2003
6089,1781,2020
21402,21086,2003
17097,16826,2009
6522,3670,2020
9824,4593,2016
15104,15058,2001
17402,17160,2002
7361,6488,2002
24304,23999,2021
16152,15729,2007
9320,3067,2014
19186,18849,2011
11881,11665,2005
13932,13125,2016
13446,3802,2000
4832,1874,2017
17402,17183,2020
18697,18611,2010
6218,2282,2005
19743,19716,2002
19186,5453,2019
9928,9775,2005
8531,369,2010
17337,17218,2019
18695,18627,2000
5930,4309,2010
23272,23177,2002
5919,4423,2014
9320,8715,2011
6777,3450,2005
17631,17529,2017
17219,17206,2014
23371,23267,2014
11734,11496,2014
19599,19282,2020
17202,17017,2003
22827,22795,2007
22694,22499,2016
3890,1925,2016
14528,13981,2014
10392,9889,2017
9168,8568,2007
17651,17646,2017
13973,13909,2001
9656,9119,2013
21096,20781,2002
18160,17864,2010
9358,5050,2014
6522,3541,2016
13680,13648,2008
16651,16345,2013
7835,7588,2004
9678,6498,2016
12680,12340,2010
12338,11947,2005
14848,14728,2001
9205,8113,2011
15748,15127,2006
10470,7365,2015
7233,7115,2001
12414,12381,2014
24370,24354,2000
20067,20052,2011
20125,20045,2013
9820,9669,2012
21177,21171,2011
11773,11647,2005
14772,14737,2006
23043,22986,2003
8455,7981,2002
7813,6446,2019
8994,5310,2007
15413,15258,2016
11230,8921,2018
12625,8775,2012
23461,23198,2008
6941,5634,2003
18521,18462,2015
15837,15672,2008
10471,9143,2018
6015,1325,2018
11244,1954,2008
21578,21205,2014
10319,10190,2017
20530,20465,2006
12497,11871,2019
22451,22381,2015
19348,18983,2012
13204,12951,2003
9863,3850,2008
21486,21058,2005
19303,19118,2000
8005,7625,2008
15808,15670,2017
23092,23051,2000
9142,7699,2006
14395,14378,2013
20936,20535,2011
9343,8984,2012
19394,19145,2006
10823,9782,2019
14358,14158,2014
9686,8635,2000
9755,9736,2009
22949,22771,2021
10397,8988,2002
23462,22987,2011
12039,5296,2008
16265,2401,2005
20753,20535,2011
13620,12855,2001
5919,3000,2012
21899,21885,2012
17753,17735,2018
14159,13578,2019
21744,21687,2015
22456,22045,2020
4195,3942,2020
14121,13942,2019
13402,12786,2007
11333,10908,2007
10773,5709,2004
4969,2872,2010
9400,8131,2006
6553,5551,2015
20079,20072,2014
7917,7226,2006
22223,22128,2016
24142,23922,2012
24605,24288,2002
13932,11825,2005
4471,3849,2008
10314,9655,2005
8672,4511,2010
9075,7084,2001
23591,23178,2010
17756,17171,2010
19101,18940,2006
8359,5705,2020
20978,20942,2018
19147,19002,2019
7937,7352,2003
22657,22637,2014
11678,11020,2010
17763,1428,2015
19348,19023,2012
15600,1679,2003
21579,21368,2012
21202,21117,2001
14320,14182,2009
24637,24564,2003
13870,13381,2008
7351,5408,2020
24171,24103,2015
13786,13360,2016
13830,13431,2015
23760,23419,2010
8035,2127,2007
6344,6323,2012
21387,21338,2000
6412,1147,2014
13513,2606,2003
24250,23958,2018
10773,7521,2021
11199,7261,2000
24185,24058,2004
21054,20691,2007
10823,1627,2016
16469,16422,2020
12539,4435,2013
16632,16310,2018
21976,21675,2002
19517,19214,2010
10934,10775,2000
13122,2042,2003
23579,23306,2001
22534,22507,2018
22129,22085,2018
18009,17998,2011
15427,15038,2021
15976,15568,2011
19356,19288,2007
5329,4439,2017
19611,19547,2001
16074,15706,2005
22522,22215,2009
12338,11990,2009
24641,24632,2020
14764,14418,2009
5764,4921,2008
10551,4829,2012
10787,9965,2004
24705,24473,2008
16603,16516,2007
9642,1650,2008
10593,9771,2002
22286,22013,2007
7258,5132,2005
17874,17817,2017
20483,20243,2005
8487,7948,2015
15672,15533,2008
9639,7324,2005
22748,22656,2012
20387,20300,2017
10701,4443,2009
20676,20377,2003
11046,10261,2011
21260,21166,2005
12063,1636,2001
6941,6198,2001
15788,15641,2021
20004,19939,2019
14241,14054,2005
9358,9329,2002
17606,17446,2013
6442,4772,2014
20426,20405,2008
18110,17643,2000
11641,9946,2013
18729,18482,2011
21527,21378,2004
9011,8804,2008
15436,15175,2015
18400,18374,2020
9651,4773,2002
12352,12323,2019
10274,3516,2001
22093,22038,2004
20478,20422,2008
8932,4559,2014
22680,22635,2005
21463,21431,2005
19007,18958,2013
10264,1610,2019
19489,19392,2007
10881,9851,2003
23222,2596,2020
15291,4684,2019
9601,9217,2010
17081,17027,2003
9356,5889,2007
21097,21029,2003
11087,412,2013
15254,15222,2009
23295,22959,2011
16764,16264,2000
24208,24083,2001
15433,15272,2003
24407,24099,2011
21634,21295,2015
13161,10944,2012
24275,24025,2016
18492,18431,2006
10536,4432,2016
12367,11778,2006
13318,13077,2003
20873,20691,2021
12680,11760,2019
24872,24867,2014
8412,5517,2002
20227,20056,2019
12465,12080,2005
7930,7590,2010
12934,1621,2001
19419,19352,2013
17951,17940,2012
3301,1897,2004
14636,14533,2012
7392,6161,2020
5129,2593,2006
11632,11097,2021
21680,21317,2008
5366,1075,2008
8014,7667,2007
12543,11556,2012
9678,8358,2016
18051,18024,2013
5581,1694,2005
11123,10875,2019
3290,2902,2012
24815,24793,2010
15882,15497,2014
18909,18876,2016
13027,11602,2020
17583,17572,2018
11955,1282,2003
8373,4457,2012
9400,6082,2016
9312,9167,2003
9358,8279,2004
22328,22100,2020
3301,2966,2019
22079,21965,2021
24647,24593,2018
12539,10055,2003
12349,12297,2009
11589,11345,2003
22261,22197,2015
14021,13959,2019
12832,5989,2001
20407,20057,2005
19918,19595,2013
8920,7439,2013
21889,21809,2005
10675,10485,2012
18607,18541,2013
24093,23969,2012
10761,6432,2018
12145,11640,2005
23204,22792,2007
11672,11584,2014
10859,10669,2008
11915,10858,2006
16180,3213,2006
11516,11452,2007
14398,13867,2013
17402,17337,2004
17683,17459,2001
8895,8326,2019
7416,5789,2005
18978,18943,2013
12620,11978,2018
7683,299,2010
12366,2941,2013
11310,11279,2012
14245,14084,2003
7613,7344,2006
6960,3332,2018
11279,9970,2007
12386,2883,2016
24131,24017,2008
8373,5088,2016
4850,3770,2014
7943,2951,2021
21579,21282,2010
22001,21735,2011
11322,10384,2011
19518,19228,2015
15268,14800,2003
12063,83,2004
4314,3254,2002
15789,15216,2015
14186,14180,2012
20241,20201,2002
10794,10388,2011
4496,3316,2021
9919,9767,2011
11642,11397,2021
22318,22280,2008
17553,17445,2005
18676,18495,2014
8654,7411,2014
18946,18650,2013
17073,16385,2010
16634,16272,2017
7897,3244,2003
5335,4678,2020
7718,6209,2021
6290,5136,2006
18250,17544,2004
7241,6854,2004
14528,14162,2005
21697,438,2017
11039,1062,2013
15911,15788,2014
24541,24377,2009
10610,10526,2000
9082,7750,2000
10794,8979,2015
17476,17346,2020
10431,7521,2010
7763,4021,2013
21515,21388,2011
7625,6351,2017
13783,4587,2013
18192,18091,2000
21321,21316,2015
12934,10865,2014
21152,21081,2020
23758,23739,2000
21235,21219,2015
8676,4822,2007
24175,24046,2000
9739,9732,2005
24596,1281,2008
24644,24595,2017
7401,7349,2015
23195,2278,2009
10139,9396,2020
13445,3064,2002
14852,14746,2012
8781,8594,2021
22941,22863,2010
12847,11989,2006
15187,15093,2013
6256,3500,2012
22010,21787,2011
13734,3360,2014
6954,1560,2010
12222,11745,2016
19097,19034,2009
9359,6213,2002
15628,15579,2019
24850,24707,2020
9367,9365,2015
5133,2746,2005
22594,22273,2017
6334,4312,2015
10881,6292,2003
12220,12214,2008
10643,10390,2008
20736,431,2018
13741,13419,2012
7794,3537,2021
17538,17518,2006
18036,1639,2016
18839,18560,2011
10444,6803,2011
12228,12197,2006
11583,1111,2019
12386,12255,2008
8368,4704,2009
12597,4069,2011
12324,12248,2019
22935,22640,2013
7258,5928,2014
8897,8159,2011
6097,4138,2015
22432,22313,2015
12700,11812,2012
21721,3904,2012
17073,16626,2002
20123,19855,2016
12018,11938,2003
15747,14822,2008
7881,7718,2019
19807,19581,2001
6547,5647,2002
19364,18950,2019
13830,12883,2001
21095,20546,2004
9359,7444,2010
17314,17252,2005
17270,17245,2008
9863,9319,2001
12000,11927,2007
9356,1627,2017
13873,4690,2019
11065,11005,2020
19099,18653,2003
18916,18880,2004
6098,4678,2011
21792,21716,2019
8676,5140,2006
22334,22065,2015
11583,10203,2003
11380,6174,2005
15496,15408,2009
17805,17764,2000
7213,7009,2012
10675,10320,2005
8885,2427,2020
22862,22774,2008
15815,15763,2012
15503,15325,2010
17183,17119,2014
11039,78,2008
17247,17079,2020
14206,13331,2011
15260,15006,2017
22173,22099,2014
21414,21171,2017
12054,11729,2017
7017,3555,2021
9933,4897,2004
15002,14686,2004
24484,24361,2016
13768,13653,2020
17645,17568,2017
9359,7770,2009
19589,19219,2017
16676,16471,2021
16071,15986,2009
10115,9334,2001
11738,11577,2010
8059,742,2013
22396,22052,2019
9009,8539,2008
19960,19618,2011
21767,21721,2003
10957,10618,2018
21913,1179,2014
24150,24095,2011
14986,14803,2010
10768,3029,2000
8711,2554,2006
15994,704,2010
23323,3397,2001
4379,2692,2015
10123,9559,2000
13664,13164,2013
4195,1441,2011
23497,23216,2004
24273,24069,2001
4385,2728,2012
18110,1123,2010
10794,2273,2007
9114,9007,2018
23512,23333,2007
22441,22133,2009
21626,21586,2005
20058,19938,2013
11096,10377,2016
23838,23633,2001
14646,14563,2014
9054,7873,2015
10930,10138,2015
17123,16012,2005
21028,20706,2016
17276,16975,2014
11039,10964,2015
12183,12144,2019
21702,21619,2011
18043,17790,2012
14563,6920,2020
13912,13822,2021
21234,20871,2009
18077,17563,2003
12510,3931,2021
20893,20830,2014
6954,3632,2002
16981,16920,2020
3426,1171,2009
21596,21486,2006
19896,19786,2001
14176,2355,2002
15744,15475,2020
23064,22692,2004
10953,10527,2009
9399,6438,2004
8516,6963,2021
14563,13325,2005
19116,19100,2000
8319,2098,2012
10238,8959,2013
11322,10955,2016
9955,8179,2018
9168,4944,2017
9824,2332,2000
24718,24614,2010
10171,7704,2016
22073,22005,2019
13789,13543,2019
9792,9656,2005
6980,3625,2011
10583,2510,2001
12314,12008,2016
9802,9656,2002
9651,5573,2016
5079,4227,2002
19036,18888,2003
15453,15432,2021
4371,4226,2020
20183,19800,2009
21926,21718,2020
12244,12050,2005
8950,6761,2012
18358,18198,2005
13122,13061,2017
12237,11969,2006
5987,5662,2010
15015,14897,2017
13319,12810,2021
22986,22908,2009
8563,8132,2000
4850,1207,2020
17645,17196,2017
23481,23236,2000
15597,15525,2004
12700,773,2021
6671,4223,2015
10823,6515,2008
19637,2529,2002
8359,5863,2021
8953,8137,2011
11587,1547,2017
13399,13228,2016
24912,24729,2010
20393,20064,2008
12800,12541,2005
11410,11309,2003
7653,4065,2018
19430,19280,2007
13307,12871,2007
21428,21087,2012
6615,5953,2017
21515,21203,2013
11544,10935,2017
19755,19641,2011
14692,14595,2014
11230,7482,2001
19149,19036,2005
10444,9367,2010
22775,22555,2008
21434,21329,2012
9327,8781,2009
5919,2033,2020
6098,3349,2015
8704,7630,2001
12122,10959,2015
19821,19780,2010
9132,3865,2015
15953,15336,2012
16558,910,2008
11731,11722,2019
10628,10063,2013
10123,8576,2019
8546,8469,2021
17229,17083,2012
10889,10423,2017
8319,6477,2005
20484,20331,2002
9320,2800,2012
12693,12578,2002
7312,2528,2004
23688,23269,2008
19695,19618,2008
13445,12428,2003
18594,18557,2011
12997,12591,2002
6594,4233,2017
13545,13490,2010
20091,20037,2010
14124,13753,2002
23745,23642,2018
13675,13645,2003
18655,18361,2013
18426,18411,2016
12304,12124,2013
18090,17616,2002
13445,2175,2003
7213,6367,2006
14335,14224,2017
3426,1344,2005
13952,13935,2003
10238,5276,2016
7701,7148,2019
11768,11553,2015
24252,24183,2012
16052,15662,2020
12372,5033,2003
15898,15886,2020
13519,12987,2005
18944,18848,2005
16356,16315,2007
12103,6643,2011
8487,5748,2000
13319,12919,2001
10160,9511,2001
5764,5125,2018
8302,8225,2010
6864,493,2012
21870,21840,2021
17712,17434,2008
21513,21171,2012
6120,4267,2004
8325,5954,2016
17070,17056,2015
15641,15232,2018
10171,9908,2006
11604,11047,2021
9361,6679,2013
7175,6543,2008
23206,23054,2014
23062,22756,2021
17548,17472,2004
8069,2367,2021
12271,6407,2005
8676,4016,2006
18299,18250,2016
20662,20414,2008
14902,7442,2020
23209,23170,2018
15581,15119,2009
20393,20280,2006
13972,7397,2000
11744,10733,2014
19670,19556,2001
14145,13427,2021
16417,16099,2001
8103,6730,2017
8654,8004,2020
18497,18452,2008
19747,19681,2007
10536,2269,2012
11126,11019,2003
6975,4716,2000
10263,10124,2002
22921,22773,2007
8155,6654,2015
13972,970,2002
6232,5408,2012
17333,16715,2005
18182,18145,2008
8994,7357,2012
18024,17796,2005
9971,8621,2015
10235,313,2010
8698,8293,2018
16884,16751,2019
18966,18747,2012
15883,15634,2006
8110,7600,2012
17553,17548,2020
11019,2977,2005
7913,3204,2010
14131,13627,2014
21560,21359,2001
10440,10167,2000
15479,15414,2006
17306,17266,2005
20360,20290,2015
16740,16664,2014
18109,18025,2006
10761,10752,2007
12227,2135,2008
13783,13545,2001
14244,14217,2010
13035,12997,2000
10115,6478,2020
20466,20204,2019
22478,22430,2006
18314,18196,2006
13323,12990,2002
12370,11988,2008
11324,10964,2008
23098,22937,2006
16812,16676,2014
18102,17902,2017
9678,9603,2003
23520,23180,2011
12597,2388,2020
21914,21808,2010
15946,3826,2015
8366,3962,2018
16224,16169,2011
9054,2556,2003
5367,4493,2011
10593,9668,2018
18444,18376,2016
10882,3600,2003
8950,6475,2020
20484,20231,2006
15022,14958,2010
21741,21661,2017
8886,7498,2012
18946,18265,2005
10222,9585,2020
9070,9062,2003
7225,5298,2014
14554,7926,2004
11730,6516,2015
21337,20898,2017
13328,12334,2015
5638,2646,2021
20588,20354,2016
12789,8918,2009
13918,4531,2001
10768,5220,2017
24345,24081,2003
7653,6628,2003
24425,24193,2002
24584,20979,2008
9763,8279,2013
15963,15957,2004
8994,5083,2015
12324,12064,2012
9802,7168,2021
23715,23660,2001
18254,18060,2005
3822,2068,2005
11295,7522,2018
16953,16602,2002
14832,14419,2002
20251,20238,2002
10583,3932,2018
23568,23229,2000
10425,2708,2008
9820,8354,2019
16549,16511,2018
19814,19594,2021
14396,3013,2006
12297,8695,2019
19596,19586,2000
12139,11944,2020
7903,5516,2013
22475,22250,2013
8711,7827,2005
14416,14296,2019
10882,3987,2001
12105,7043,2011
725,272,2020
11173,10469,2008
13505,13332,2007
21585,21466,2009
15235,15164,2017
22891,22861,2002
9337,8821,2003
24112,24032,2020
16632,13745,2003
19393,19129,2018
14719,14642,2014
18657,18597,2015
13383,13259,2008
10956,10710,2007
6879,6749,2018
22256,22164,2005
19394,18996,2005
11504,7527,2012
23593,23381,2006
18509,18368,2019
12304,12267,2017
15786,14821,2017
10317,3103,2009
23515,23170,2004
12700,8379,2018
18096,18051,2015
13446,13043,2005
19871,19821,2002
10317,9897,2016
9361,5483,2007
9885,9802,2010
10889,8232,2009
17566,17511,2003
11588,11550,2014
10953,10348,2002
22251,5094,2005
6671,5060,2020
22318,22179,2020
13985,13695,2018
16087,16037,2006
13519,12904,2007
13366,13305,2012
17081,16919,2004
15022,14804,2017
20404,19984,2006
17965,17288,2001
14794,14461,2010
21147,21143,2002
14264,13488,2013
10625,10377,2007
16536,2329,2007
8698,5298,2003
14406,14238,2005
12237,11784,2019
1862,724,2015
24205,24072,2004
7653,6808,2012
16745,16731,2001
10427,9130,2018
13992,13986,2017
12344,12238,2011
24090,23947,2014
20759,20331,2014
6743,5536,2007
21904,21885,2008
18830,18257,2005
11351,10870,2019
